SMILES;K;CNN_VS;Vina pKi;Target protein
C(CNc1cc(CCCCc2c3cccc2)c-3nn1)[C@H]1CC[N@@H+](Cc2ccccc2)CC1;120;6.1055892;8.262431346;Acetylcholinesterase
CC(C)(C)OC(Nc(cc1)cc(C(NCCC[NH+]2CCCCC2)=O)c1O)=O;120;5.3421375;6.149589474;Acetylcholinesterase
S=C(NCc1ccccc1)NNc1c(CCCC2)c2nc2ccccc12;121;4.9529394;7.733692139;Acetylcholinesterase
O=C(C[C@@H]1CC2)N(CC[N@H+]3CC[N@H+](Cc4ccccc4)CC3)N=C1c1c2cc[s]1;123;7.623091;8.015686383;Acetylcholinesterase
O=C(c(cc1)ccc1OCCCCN1C=CC=C2C=CC=C[C@-]12)NCCc1c[nH]c2c1cccc2;124;7.7841306;8.304730483;Acetylcholinesterase
COc(c(OC)c1)cc(C/C2=C\c3cc(C[NH+]4CCCC4)ccc3)c1C/2=O;127;6.6903232;7.797140844;Acetylcholinesterase
Cc(cc1)cc2c1OC(c(cc1)ccc1OCCCCCC[NH+]1CCCCC1)=CC2=O;129;4.5846892;7.945187822;Acetylcholinesterase
CSc1cccc(N[C@@-](N2)S[C@@H](CC(Nc(cc3)cc(F)c3F)=O)C2=O)c1;130;6.2840592;7.106254946;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCCCCCCCO)=O;130;4.5128655;4.592981247;Acetylcholinesterase
CC(C)(C)OC(N[C@@H](Cc1c[nH]c2c1cccc2)C(NCCNc1c(CCCC2)c2nc2ccccc12)=O)=O;130;4.0189116;6.183428783;Acetylcholinesterase
C[C@@H](c1cccc(O[C@H](Cc(cc2OC)c3cc2OC)C3=O)c1)[NH+]1CCCC1;138;6.6970905;7.909938541;Acetylcholinesterase
CC(O[P@](OC)(OC[C@H]1CO2)=O)=C1C2=O;140;2.4857826;5.375515274;Acetylcholinesterase
[CH-]1N(Cc2ccc(ccc(CN3C=CC=C[CH-]3)c3)c3c2)C=CC=C1;140;5.5942656;7.83943998;Acetylcholinesterase
Nc1c(CCCC2)c2nc(N2)c1[C@H](c1cccc(Br)c1)NC2=S;147;5.1643386;7.952237678;Acetylcholinesterase
Cc(cc1)ccc1S(SCc1ccc(C(F)(F)F)cc1)(=O)=O;148;4.3346086;7.134454371;Acetylcholinesterase
Clc1cc(Cl)c2c(NCCCCCCCNc3c4c(Cl)cc(Cl)cc4nc4c3CCCC4)c(CCCC3)c3nc2c1;150;1.7357621;8.903968251;Acetylcholinesterase
CCCCNC(OCCCCCCCCOC(NCCCC)=O)=O;150;5.0561544;4.765702722;Acetylcholinesterase
CC[N+](CC)(CCCCCN(C(C=C(C)N1CCCCCCN(C(C)=CC(N2C)=O)C2=O)=O)C1=O)Cc1c(C(F)(F)F)cccc1;150;8.0294247;6.984997421;Acetylcholinesterase
O=C(CCCC[C@H]1SSCC1)NCCCNc1c(ccc(Cl)c2)c2nc2c1CCCC2;155;5.086233;6.953273069;Acetylcholinesterase
CC(C)(C)c1ccc(CSS(c2ccc(C)cc2)(=O)=O)cc1;157;6.0098852;6.906039033;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCOC(NCCCC)=O)=O;160;4.3940281;4.743848168;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCCCOC(NCCCC)=O)=O;160;4.821306;4.732568398;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCCCCCOC(NCCCC)=O)=O;160;3.370768;4.791787189;Acetylcholinesterase
C[NH+](C)Cc1ccc(C[C@@H](Cc(cc2OC)c3cc2OC)C3=O)cc1;161;6.6422412;7.120354658;Acetylcholinesterase
O=C(C(Cl)=C(C1=O)Cl)C(Cl)=C1Cl;163;3.1446804;4.490053348;Acetylcholinesterase
Cc(cc1)ccc1S(SCc(cc1)ccc1C#N)(=O)=O;166;5.3659629;6.621224847;Acetylcholinesterase
c1ccc2c(-c3nnc(Nc4ncccn4)[o]3)cccc2c1;170;4.4381315;7.691393002;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCCCCCCCOC(NCCCC)=O)=O;170;3.1199064;4.762882779;Acetylcholinesterase
C[C@@H]1[N@H+](CCCNC(c(cc(cc2)NC(OC(C)(C)C)=O)c2O)=O)CCCC1;170;5.4841059;6.755172113;Acetylcholinesterase
O/N=C/C(c(cccn1)c1OC[C@H]1CC[N@@H+](Cc2ccccc2)CC1)=O;180;5.87391;7.606794729;Acetylcholinesterase
Cc(cc1)ccc1NC(C(Oc1c2cc(/C=C/C(OCC[NH+](C)C)=O)cc1)=CC2=O)=O;190;6.0783267;7.2261025;Acetylcholinesterase
C(CCCCNc1c(CCCC2)c2nc2ccccc12)CCCCSc1c(CCCC2)c2nc2ccccc12;195;2.53473;8.156683505;Acetylcholinesterase
COc(c(OC)c1)cc(C/C2=C\c3ccc(C[NH+]4CCCC4)cc3)c1C/2=O;198;7.0895748;7.797140844;Acetylcholinesterase
Cc(cc1)ccc1S(SCc(cc1)ccc1OC(F)(F)F)(=O)=O;198;3.8355226;6.999097133;Acetylcholinesterase
CN(C)C1=C[CH-]N(CCCCOc(cc2)ccc2C(NCCc2c[nH]c3c2cccc3)=O)C=C1;198;5.2096784;7.282501349;Acetylcholinesterase
CC[N@H+](CCC(NCCCCNc1c(CCCC2)c2nc2ccccc12)=O)C1CCCCC1;199;5.5729658;7.254301924;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCCCCCO)=O;200;5.2947442;4.680399463;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCO)=O;200;4.9390016;4.681809434;Acetylcholinesterase
C[NH+](C)Cc(cc1)ccc1O[C@@H](Cc(cc1OC)c2cc1OC)C2=O;209;6.647949;6.891939321;Acetylcholinesterase
C(CCNc1c(CCCC2)c2nc2ccccc12)CCNc1c(CCCC2)c2nc2ccccc12;210;2.9343372;8.086184944;Acetylcholinesterase
COc1ccc(cc(cc2)C(NCC[C@H]3CC[N@H+](Cc4ccccc4)CC3)=O)c2c1;210;6.531551;7.994536814;Acetylcholinesterase
Nc1c(Cc2c3cccc2)c-3nc2ccccc12;210;4.92224;7.018131745;Acetylcholinesterase
C[C@@H](c(cc1)ccc1O[C@H](Cc(cc1OC)c2cc1OC)C2=O)[NH+]1CCOCC1;217;7.1023953;7.96633739;Acetylcholinesterase
Cc(cc1)ccc1S(SCc(cc1)ccc1OC)(=O)=O;219;5.3310148;6.418188991;Acetylcholinesterase
NS(c1cc(NC(N/N=C(/c(cc(cc2)[N+2](=O)=O)c2N2Cc3ccccc3)\C2=O)=S)ccc1)(=O)=O;220;6.1849557;7.479897319;Acetylcholinesterase
C[C@@H](c(cc1)ccc1O[C@H](Cc(cc1OC)c2cc1OC)C2=O)[N@H+]1CC[N@H+](C)CC1;228;7.119894;7.867639405;Acetylcholinesterase
COc(ccc(C[N@@H+]1[C@@H](COc(cc2)ncc2C(/C=N\O)=O)CCCC1)c1)c1OC;233;5.1656319;6.662114012;Acetylcholinesterase
CC[N@@H+](C)Cc1cccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)c1;236;6.2221338;7.085105378;Acetylcholinesterase
CC[NH+](CC)Cc1cccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)c1;237;6.5995776;7.254301924;Acetylcholinesterase
O=C(Nc(cc1)ccc1OC(F)(F)F)N1CC[N@@H+](CCc2ccccc2)CCC1;241;5.263608;7.004737018;Acetylcholinesterase
CCCCNC(OCCCCCOC(NCCCC)=O)=O;250;5.034519;4.569716722;Acetylcholinesterase
Cc(cc1)ccc1S(SCc(cc1)ccc1[N+2](=O)=O)(=O)=O;251;4.8637335;6.748122256;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Oc3ccc(C[NH+]4CCCC4)cc3)c1C2=O;257;6.8353488;7.684343146;Acetylcholinesterase
COc1cc(C(/C(\C2)=C/[C@H]3CC[N@H+](Cc4ccccc4)CC3)=O)c2cc1;260;6.4112244;8.699522424;Acetylcholinesterase
O[C@@H](C[N@@H+](CCC1)CCN1c1nc(ccc(Cl)c2)c2[s]1)COc(cc1)ccc1[N+2](=O)=O;263;3.5547108;6.525346804;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Oc3cc(C[NH+]4CCCCC4)ccc3)c1C2=O;266;6.6327096;7.726642283;Acetylcholinesterase
[NH3+][C@@H](Cc1c[nH]c2c1cccc2)C(NCCNc1c(CCCC2)c2nc2ccccc12)=O;280;6.8617375;8.191932785;Acetylcholinesterase
Clc1cc2nc(CCCC3)c3c(SCCCCCCCNc3c(CCCC4)c4nc4ccccc34)c2c(Cl)c1;290;2.1474264;8.276531058;Acetylcholinesterase
CCCCNC(OCCCCCCCCCCCCO)=O;300;5.3438938;4.660659866;Acetylcholinesterase
O=C(C=Cc1c2cccc1)C2=O;320;3.1463632;5.453768677;Acetylcholinesterase
CN1C2=C(C=C3OCOC3=C3)C3=C[CH-]C2=C(C=CC(OC)=C2OC)C2=C1;320;5.626014;7.048446126;Acetylcholinesterase
Cc(cc1)ccc1S(SCc(cc1)ccc1F)(=O)=O;327;4.820928;6.410434149;Acetylcholinesterase
C(CCCNc1c(CCCC2)c2nc2ccccc12)CCCSc1c(CCCC2)c2nc2ccccc12;340;3.34059;8.403428468;Acetylcholinesterase
CC(C)(C)[Si-2](C)(C)O[C@H]([C@H]([C@H]12)OC(C)=O)C=C(CC3)[C@H]1[N@@H+]3Cc1c2cc2OCOc2c1;340;3.557575;5.84503569;Acetylcholinesterase
Oc(cccc1C/C2=C\[C@H]3CC[N@H+](Cc4ccccc4)CC3)c1C/2=O;355;5.7210748;8.875768827;Acetylcholinesterase
CCCCNC(OCCOC(NCCCC)=O)=O;360;4.4070633;4.349056226;Acetylcholinesterase
CCCCNC(OCCCCCCCCO)=O;360;4.1760255;4.176334752;Acetylcholinesterase
Cc(cc1)ccc1S(SCc1ccccc1)(=O)=O;390;4.8278034;6.57258084;Acetylcholinesterase
CC(C)(C)[Si-2](C)(C)O[C@H]([C@H]([C@H]12)OC(c3ccccc3)=O)C=C(CC3)[C@H]1[N@@H+]3Cc1c2cc2OCOc2c1;390;2.9198205;5.923994079;Acetylcholinesterase
CC[N@H+](CCCCOc(cc1)ccc1C(Oc1c2c(O)cc(OCCCC[N@@H+](CC)Cc3ccccc3)c1)=CC2=O)Cc1ccccc1;394;5.0887146;6.653654185;Acetylcholinesterase
C[C@H](c1cccc(O[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1)[NH+](C)C;400;6.6199248;7.204952932;Acetylcholinesterase
[CH-]1N(CCCCCCCCCCN2C=CC=C3C=CC=C[C@-]23)C=CC=C1;400;6.9100225;6.664933954;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Oc3ccc(C[NH+]4CCCCC4)cc3)c1C2=O;403;7.0135784;7.670243434;Acetylcholinesterase
C[C@@H](c(cc1)ccc1O[C@H](Cc(cc1OC)c2cc1OC)C2=O)[NH+]1CCCC1;403;7.0627503;7.564495593;Acetylcholinesterase
CC(O[C@@H]([C@H]([C@@H](C(CC1)=C2)[N@@H+]1C1)c3c1cc1OCOc1c3)[C@H]2O)=O;430;4.6369788;6.579630696;Acetylcholinesterase
Oc(c(/C=N/O)c1)c(C[NH+](CC2)CCN2c(ccc([N+2](=O)=O)c2)c2Cl)cc1Cl;440;4.8286295;7.338900197;Acetylcholinesterase
CC[NH+](CC)Cc1ccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)cc1;453;6.490492;7.240202212;Acetylcholinesterase
COc(cc(/C=C/C(Nc1ccccc1)=O)cc1)c1OCCCCCC[NH+]1CCCCC1;480;5.4785024;6.729087645;Acetylcholinesterase
O/N=C/[C@@-]1N(COCN2C=CC(/C=N/O)=C[CH-]2)C=CC=C1;480;6.2051331;6.055121402;Acetylcholinesterase
CCOc(ccc1nc2cc(N)ccc22)cc1c2N;490;5.1667166;6.108700308;Acetylcholinesterase
C[N+](Cc1ccccc1)(CC1)CCN1c1ccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)cc1;500;7.5523917;8.79822041;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Oc3cc(C[NH+]4CCCC4)ccc3)c1C2=O;505;5.9892788;7.472847463;Acetylcholinesterase
CC[N@@H+](C)Cc1cccc(C[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1;507;6.1304168;7.451697895;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Oc3ccc(C[NH+]4CCOCC4)cc3)c1C2=O;514;6.726499;7.409398758;Acetylcholinesterase
Cc(cc(cc1/C2=N/NC(Nc3cc(S(N)(=O)=O)ccc3)=S)Cl)c1N(C)C/2=O;520;6.1731318;7.465797607;Acetylcholinesterase
CN(C)C(Oc1cc(C(/C=C/c(cc2)ccc2O)=O)ccc1)=O;520;5.1828011;7.06395581;Acetylcholinesterase
CC(C)(C)c(cc1)ccc1/C(\N)=[NH+]/OC(c1c(C(F)(F)F)[n](-c(cc2)ccc2[N+2](=O)=O)nc1)=O;521;5.1407936;8.008636527;Acetylcholinesterase
C[NH+](C)Cc1cccc(C[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1;525;6.3249272;7.367099622;Acetylcholinesterase
O[C@H]([C@H]([C@H]12)OC(c3ccccc3)=O)C=C(CC3)[C@H]1[N@@H+]3Cc1c2cc2OCOc2c1;540;4.1235912;6.573990811;Acetylcholinesterase
C[C@H](c(cc1)ccc1O[C@H](Cc(cc1OC)c2cc1OC)C2=O)[NH+](C)C;543;6.7659;7.120354658;Acetylcholinesterase
COc(cc1)cc(C/C2=C\[C@H]3CC[N@H+](Cc4cc(OC)ccc4)CC3)c1C/2=O;554;7.1981365;8.537375734;Acetylcholinesterase
O/N=C/C(NCCCCCCNc1c(CCCC2)c2nc2ccccc12)=O;588;4.5124164;6.722037789;Acetylcholinesterase
C[C@@H]1C(C(C(c2c3ccc4c(C)cccc24)=O)=O)=C3OC1;600;4.8800537;8.022736239;Acetylcholinesterase
C[NH+](C)Cc1ccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)cc1;617;6.557584;6.995572205;Acetylcholinesterase
[CH-]1C2=CN(CCCCCCCCN3C=C4C=CC=C[C@@-]4C=C3)C=CC2=CC=C1;620;7.1754942;7.338900197;Acetylcholinesterase
O=C(NCC[NH+]1CCCCC1)N1c(cccc2)c2Sc2c1cccc2;620;5.8130138;6.913088889;Acetylcholinesterase
C(CCSc1c(CCCC2)c2nc2ccccc12)CNc1c(CCCC2)c2nc2ccccc12;650;2.9511752;7.508096744;Acetylcholinesterase
CC[N+](C)(CC)CCCN1C(c2ccccc2)=C(C=C(C=C2)N)C2=C2C=CC([NH-])=C[C@@-]12;660;3.7220218;5.761847388;Acetylcholinesterase
Cc(cc1CNc2ccc(C[n]3ncnc3)cc2)cc(/C=N/O)c1O;680;5.2656305;6.898989177;Acetylcholinesterase
CCN(C)C(Oc1cc([C@H](C)[NH+](C)C)ccc1)=O;700;5.37867;5.71179341;Acetylcholinesterase
Cc(cc1)ccc1S(SCc(cc1)ccc1Cl)(=O)=O;714;5.1321886;6.680443638;Acetylcholinesterase
[CH-]1C2=CN(Cc3ccc(ccc(CN(C=C4)C=C5C4=CC=C[CH-]5)c4)c4c3)C=CC2=CC=C1;750;6.2733426;9.594854149;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Cc3ccc(C[NH+]4CCCC4)cc3)c1C2=O;773;6.8419665;7.825340268;Acetylcholinesterase
COc(c(OC)c1)cc(C[C@@H]2Oc3cc(C[NH+]4CCOCC4)ccc3)c1C2=O;793;6.002304;7.825340268;Acetylcholinesterase
CC(C)[NH+](CCNC(N1c(cccc2)c2Sc2c1cccc2)=O)C(C)C;810;3.840267;6.922958688;Acetylcholinesterase
O=C(c(cccc1)c1-c(cc1)c2cc1[N+2](=O)=O)C2=O;850;4.767418;7.176753507;Acetylcholinesterase
CC(C)(C)[Si-2](C)(C)O[C@H]([C@H]([C@H]12)O)C=C(CC3)[C@H]1[N@@H+]3Cc1c2cc2OCOc2c1;860;3.597915;5.53836695;Acetylcholinesterase
CC[NH+](CC)[C@H](C)c1cccc(O[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1;865;6.5317395;7.113304802;Acetylcholinesterase
COc1cccc([C@@H](c(ccc2cccnc22)c2Oc2nc3c4CCCC3)c2c4N)c1;870;5.0361696;7.867639405;Acetylcholinesterase
COc1cc(NCc(cc2)ccc2Oc(c(N)ccc2)c2Cl)cc(OC)c1OC;879;4.3722157;6.859509983;Acetylcholinesterase
C[N@H+](CCC[NH2+]CCCN1C(c2ccccc2)=C(C=C(C=C2)N)C2=C2C1=CC([NH-])=C[CH-]2)CCC[N@@H+](C)Cc(cccc1)c1OC;894;4.399774;6.722037789;Acetylcholinesterase
OC1=N[C@@-](Nc2ccc(C3CCCCC3)cc2)S[C@-]1CC(Nc(cc1)ccc1OC(F)(F)F)=O;897;5.9612523;7.268401636;Acetylcholinesterase
O=C(c(cc1)c(c2ccc3[N+2](=O)=O)c3c1[N+2](=O)=O)C2=O;903;4.1433458;6.834130501;Acetylcholinesterase
CC[N@@H+](C)Cc1ccc(C[C@@H](Cc(cc2OC)c3cc2OC)C3=O)cc1;918;6.857762;7.564495593;Acetylcholinesterase
CC[N@@H+](C)Cc1ccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)cc1;920;6.7391618;7.268401636;Acetylcholinesterase
Oc(c(C[NH+](CC1)CCN1c(cc1)ccc1[N+2](=O)=O)c1)c(/C=N/O)cc1Br;920;4.6146888;7.402348902;Acetylcholinesterase
O=C(C=C1)C=CC1=O;955;2.62208;3.556652401;Acetylcholinesterase
CC(O[C@H]([C@H]([C@H]12)OC(c3ccccc3)=O)C=C(CC3)[C@H]1[N@@H+]3Cc1c2cc2OCOc2c1)=O;970;4.3595858;6.827080645;Acetylcholinesterase
O=C(/C(\C1)=C/[C@H]2CC[N@H+](Cc3ccccc3)CC2)c2c1cc1OCOc1c2;980;6.563755;8.875768827;Acetylcholinesterase
Oc(c(C[NH+](CC1)CCN1c1ccncc1)c1)c(/C=N/O)cc1Cl;990;3.80427;6.560596084;Acetylcholinesterase
Cc(cc1)cc2c1N(C)[C@@-](c(cc1)ccc1N(C)C)S2;1000;6.1237104;6.557776142;Acetylcholinesterase
CC[NH+](CC)CCNC(c(cc1)ccc1N)=O;1000;5.5297032;5.100570886;Acetylcholinesterase
C[N+](Cc1cccc(Cl)c1)(CC1)CCN1c1ccc(/C=C(\Cc(cc2OC)c3cc2OC)/C3=O)cc1;1000;6.847035;8.988566524;Acetylcholinesterase
O=C(Nc1ccccc1)O[C@@H]1[C@H](CC2)CC[N@H+]2C1;1000;5.206046;6.074156014;Acetylcholinesterase
CCCC[C@H]1CC[N@H+](CCCC(c2c(C)cccc2)=O)CC1;1000;5.8864131;6.512657063;Acetylcholinesterase
O=C(Cc1ccccc1)N[C@H]1CC[N@@H+](CCCN2c(cccc3)c3OCC2=O)CC1;1000;6.238172;7.634994153;Acetylcholinesterase
C[NH+](C)Cc1cccc(O[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1;1004;6.2381912;6.81016099;Acetylcholinesterase
CC[NH+](CC)Cc1ccc(C[C@@H](Cc(cc2OC)c3cc2OC)C3=O)cc1;1040;6.7656834;7.190853219;Acetylcholinesterase
O=C1Oc(cccc2)c2C=C1C([N-]1)=CS/C\1=N\[N-]Cc1cccc(Br)c1;1050;6.1834832;8.198982641;Acetylcholinesterase
Oc1ccc(CCCCCNc2c(CCCC3)c3nc3ccccc23)nc1/C=N/O;1100;5.3896416;7.557445736;Acetylcholinesterase
CC(/C(\C(Nc1cnc(CC[C@@H](C2)[N@@H+](C)CCc3ccccc3)c2c1)=O)=N\O)=O;1108;5.517694;6.960322925;Acetylcholinesterase
CCCC[C@H](/C=C/C=C/C([O-])=O)O;1170;3.0778412;4.415324874;Acetylcholinesterase
O/N=C/C1=C[CH-]N(COCN2C=CC(/C=N/O)=C[CH-]2)C=C1;1200;5.5101923;5.677249115;Acetylcholinesterase
Oc(c(C[NH+](CC1)CCN1c1ccncc1)c1)c(/C=N/O)cc1Br;1220;3.5819525;6.50349225;Acetylcholinesterase
COc1ccc(C/N=N/c2nc(C3=Cc(cccc4)c4OC3=O)c[s]2)cc1;1250;6.3500344;7.768941419;Acetylcholinesterase
Cc(cc1/C=N/O)cc(C[NH+](CC2)CCN2c(cc2)ccc2[N+2](=O)=O)c1O;1300;5.8230289;7.402348902;Acetylcholinesterase
CC[NH+](CC)[C@@H](C)c(cc1)ccc1O[C@H](Cc(cc1OC)c2cc1OC)C2=O;1330;6.8464526;7.092155234;Acetylcholinesterase
CC[NH+](CC)Cc(cc1)ccc1O[C@@H](Cc(cc1OC)c2cc1OC)C2=O;1340;7.091808;7.071005666;Acetylcholinesterase
CC(C)(C)c1cc(/C=C/C(NCC[C@H]2CC[N@@H+](Cc(cccc3)c3F)CC2)=O)cc(C(C)(C)C)c1O;1400;4.718952;7.465797607;Acetylcholinesterase
CCCCNC(OCCCCCO)=O;1400;3.4756173;3.820317019;Acetylcholinesterase
O=C(c(cc1)ccc1OCCCC[n]1c(cccc2)c2c2c1cccc2)NCCc1c[nH]c2c1cccc2;1437;5.525943;8.565575158;Acetylcholinesterase
O/N=C/C(NCCCCNc1c(CCCC2)c2nc2ccccc12)=O;1492;5.0292495;7.162653795;Acetylcholinesterase
CC(N(CCCNc1c(CCCC2)c2nc2ccccc12)CCCNc1c(CCCC2)c2nc2ccccc12)=O;1500;5.4169517;7.303650917;Acetylcholinesterase
CCCCNC(OCCO)=O;1500;3.7833142;3.570752113;Acetylcholinesterase
COc1cc(C/N=N/c2nc(C3=Cc(cccc4)c4OC3=O)c[s]2)cc(OC)c1O;1550;6.7536443;7.649093866;Acetylcholinesterase
CC[NH+](CC)Cc1cccc(O[C@@H](Cc(cc2OC)c3cc2OC)C3=O)c1;1590;6.6981888;6.95468304;Acetylcholinesterase
O=C1Oc(cccc2)c2C=C1C([N-]1)=CS/C\1=N\[N-]Cc(cc1)ccc1Cl;1620;6.0827038;8.227182066;Acetylcholinesterase
O=C(C(C(Cl)=C1Cl)=O)C(Cl)=C1Cl;1670;3.686892;4.792492175;Acetylcholinesterase
O=C1Oc(cccc2)c2C=C1c1c[s]c([N-][N-]Cc(cc2)ccc2[N+2](=O)=O)n1;1810;4.8742874;8.057985519;Acetylcholinesterase
COc(cccc1C/C2=C\[C@H]3CC[N@H+](Cc4ccccc4)CC3)c1C/2=O;1835;6.5985345;8.565575158;Acetylcholinesterase
[NH3+][C@@H](Cc1ccccc1)C(NCC(Nc1c(CCCC2)c2nc2ccccc12)=O)=O;1908;4.825826;7.705492714;Acetylcholinesterase
Oc(cc1)cc(O2)c1C(CC(NNC(Nc1c(CCCC3)c3nc3ccccc13)=S)=O)=CC2=O;1940;4.880356;9.171862783;Acetylcholinesterase
Oc(cc1)cc(C/C2=C\[C@H]3CC[N@H+](Cc4ccccc4)CC3)c1C/2=O;1980;6.028225;8.727721849;Acetylcholinesterase
CCCCCSC(OCC[N+](C)(C)C)=O;2000;4.6407324;3.730078861;Acetylcholinesterase
C[N@@H+](CCCC(F)F)Cc1ccc(COc(cc2)cc(O3)c2C(CO)=CC3=O)cc1;2000;4.3244352;6.88559445;Acetylcholinesterase
Oc(c(C[NH+](CC1)CCN1c(cc1)ccc1[N+2](=O)=O)c1)c(/C=N/O)cc1Cl;2030;5.733325;7.345950053;Acetylcholinesterase
N/C(\c1ccc(C(F)(F)F)cc1)=[NH+]\OC(c1c(C(F)(F)F)[n](-c(cc2)ccc2[N+2](=O)=O)nc1)=O;2070;2.4753015;7.557445736;Acetylcholinesterase
COc(ccc1nc2c3CCCC2)cc1c3N;2090;4.6853638;6.201758409;Acetylcholinesterase
[NH3+][C@@H](Cc1c[nH]c2c1cccc2)C(NCC(Nc1c(CCCC2)c2nc2ccccc12)=O)=O;2214;4.6106092;8.332929907;Acetylcholinesterase
CC(/C(\C(NC[C@H]1CC[N@H+](Cc2ccccc2)CC1)=O)=N\O)=O;2300;4.2842397;6.393514495;Acetylcholinesterase
[CH-]1C2=CC=CN(Cc3cc4cc(CN5C=CC=C6C=CC=C[C@-]56)ccc4cc3)C2=CC=C1;2300;6.6343316;9.101364222;Acetylcholinesterase
C[C@@](CC[C@@]([C@]1(C)CC2)(C(C)(C)OC2=O)O)([C@]1(C1)O)OC(C=C(c(cc2)ccc2OC)O2)=C1C2=O;2300;5.2121511;6.395629452;Acetylcholinesterase
NC(C1=C[CH-]N(CCN([CH-]2)C=CC=C2NC(/C=N\O)=O)C=C1)=O;2310;6.2697954;6.387169624;Acetylcholinesterase
N/C(\c(cc1)ccc1Cl)=[NH+]\OC(c1c(C(F)(F)F)[n](-c(cc2)ccc2[N+2](=O)=O)nc1)=O;2350;4.5761352;7.719592427;Acetylcholinesterase
Oc(cc1)cc(O2)c1C(CC(NN[C@-](N1c3c(CCCC4)c4nc4ccccc34)SCC1=O)=O)=CC2=O;2360;4.8331269;7.162653795;Acetylcholinesterase
O=C1Oc(cccc2)c2C=C1C([N-]1)=CS/C\1=N\[N-]Cc(cc1)ccc1Br;2470;6.88436;7.93108811;Acetylcholinesterase
CC(C)([C@H](CC1)[C@](C)(CC2)[C@@H](CC[C@@H]3[C@@](C)(CC4)[C@@H](CC5)C(C)(C)[C@H]4OC(C)=O)[C@]1(C)C[C@]35O)[C@H]2OC(C)=O;2490;5.0795556;5.517922367;Acetylcholinesterase
CN1c(cccc2)c2C(c(cc2)ccc2N)=C2C=CC=C[C@-]12;2660;4.439604;6.60783012;Acetylcholinesterase
Cc(cc1/C=N/O)cc(C[NH+](CC2)CCN2c(ccc([N+2](=O)=O)c2)c2Cl)c1O;2700;4.5218784;7.317750629;Acetylcholinesterase
COc(c(O)c1)cc(C/C2=C\[C@H]3CC[N@H+](Cc4ccccc4)CC3)c1C/2=O;2822;6.7745106;8.248331634;Acetylcholinesterase
COc1cc(C(/C(\C2)=C/[C@H]3CC[N@H+](Cc4ccccc4)CC3)=O)c2cc1O;2822;6.0155292;8.473927029;Acetylcholinesterase
O=C1N(c(c(Cl)cc(C(F)(F)F)c2)c2Cl)N=CC(N(CC2)CCN2c2ncc(C(F)(F)F)cc2)=C1Cl;2870;3.3885657;7.162653795;Acetylcholinesterase
N#C/C(\C(NCCCNc1c(CCCC2)c2nc2ccccc12)=O)=N\O;3077;5.2721925;6.729792631;Acetylcholinesterase
O=C1Oc(cccc2)c2C=C1C([N-]1)=CS/C\1=N\[N-]Cc1cccc(Cl)c1;3090;6.6583296;8.156683505;Acetylcholinesterase
CC(C)(C=C1)Oc(cc2O)c1c(OC(c(ccc(O)c1)c1O)=C1CC=C(C)C)c2C1=O;3100;3.968262;6.468242969;Acetylcholinesterase
CC(C)(C=C1)Oc(cc2O)c1c(OC1=C3[C@H](C=C(C)C)Oc4c1ccc(O)c4)c2C3=O;3100;4.6359544;7.204952932;Acetylcholinesterase
CC(C)=CCC/C(\C)=C/Cc(c(OC)c1)cc([C@H](CC2=O)Oc3c2c(O)cc(O)c3)c1O;3100;5.2655724;7.106254946;Acetylcholinesterase
CC(C)=CCC/C(\C)=C/Cc(c(OC)c1)cc(C(Oc2c3c(O)cc(O)c2)=CC3=O)c1O;3100;4.698219;7.768941419;Acetylcholinesterase
CC(C)=CCC/C(\C)=C/Cc(c(O)c1)cc(C(Oc2c3c(O)cc(O)c2)=CC3=O)c1O;3100;4.1630424;7.818290412;Acetylcholinesterase
CC(C)=CCC/C(\C)=C/Cc(c(O)c1)cc([C@H](CC2=O)Oc3c2c(O)cc(O)c3)c1O;3100;4.405696;7.811240556;Acetylcholinesterase
