SMILES;K;CNN_VS;Vina pKi;Target protein
CN([C@@-](N)N[C@@]1([C@H]2CCC1)c(cc(cc1)NC(c(c(F)c3)ncc3F)=O)c1F)S2(=O)=O;22;5.157828;5.689233871;Beta-secretase 1
CC(C)([C@@-](N)N[C@@H](CN1C)c(cc(cc2)NC(c(cc3)ncc3C#N)=O)c2F)S1(=O)=O;22;4.3635984;6.003657453;Beta-secretase 1
C[C@](CS(C12C[NH2+]C1)(=O)=O)(c(cc(cc1)NC(c(cc3)ncc3OC)=O)c1F)N[C@-]2N;22;6.8628;5.855610474;Beta-secretase 1
C[C@]([C@@]12C[N@@H+](CCC(F)(F)F)CC1)(c(cc(cc1)NC(c(cc3)ncc3F)=O)c1F)N[C@-](N)N(C)S2(=O)=O;22;3.884724;5.986032812;Beta-secretase 1
C[C@]([C@@]12C[N@@H+](CCC(F)(F)F)CC1)(c(cc(cc1)NC(c(cc3)ncc3F)=O)c1F)N[C@@-](N)N(C)S2(=O)=O;22;3.441699;5.802031568;Beta-secretase 1
CC(C)[C@H](CCC(N(CC1)C2CCOCC2)=O)N(C2)[C@-](N)Nc(cc3)c2cc3Oc2cccc1c2;22;5.3799074;6.143949589;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)Nc3n[o]c4cc(F)cnc34)c2F)S1(=O)=O;22;6.246395;5.864070302;Beta-secretase 1
C[C@]([C@]12C[N@H+](Cc3ccccc3)CC1)(c(cc(cc1)NC(COC)=O)c1F)N[C@-](N)N(Cc1ccccc1)S2(=O)=O;22;3.8793052;6.105880366;Beta-secretase 1
CC(C)([C@-](N)N[C@@](C)(C1)c2cc(NC(c(cc3)ccc3Cl)=O)cc(F)c2F)S1(=O)=O;22;6.097511;6.013527251;Beta-secretase 1
CN([C@-](N)N[C@]1(CCC2CCCCC2)C[C@@H](CCC2)C[C@@H]2NC(Nc2nc3ccccc3cc2)=O)C1=O;22;6.8675943;6.853870098;Beta-secretase 1
C[C@](Cc1c2cnc(C3CC3)n1)(c([s]c(-c1cc(cccc3OC)c3[nH]1)c1)c1Cl)N[C@-]2N;22.3;5.7491856;5.976163014;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c([s]c(-c2cncc(-c3cnc[o]3)c2)c2)c2Cl)S1(=O)=O;22.3;7.304683;5.639884878;Beta-secretase 1
CC(C)(C[C@H]1S(C2(C)C)(=O)=O)OC[C@]1(c(cc(cc1)Oc3ncccc3F)c1F)N[C@-]2N;22.4;7.4764534;6.017757165;Beta-secretase 1
CC[C@](C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)NC(c(cc3)ncc3F)=O)c2F)S1(=O)=O;22.5;6.9762034;5.67160923;Beta-secretase 1
N[C@-](CCC1(F)F)N[C@]1(CF)c1cc(NC(c(cc2)ncc2C#N)=O)cc(F)c1F;23;6.8166336;5.620145281;Beta-secretase 1
N[C@@-](CCC1(F)F)N[C@]1(C(F)F)c(cc(cc1)NC(c(cc2)ncc2F)=O)c1F;23;7.214227;5.635654964;Beta-secretase 1
Cc1nc(OC)cnc1C(Nc(cc1)cc([C@]2([C@H]3CCC2)N[C@-](N)N(C)S3(=O)=O)c1F)=O;23;5.3301885;5.570796288;Beta-secretase 1
C[C@H](c1ccccc1)NC(c1cc(N(C)S(C)(=O)=O)cc(C(N[C@@H](Cc2ccccc2)[C@@H]([C@@H]2[NH2+]C[C@@H](COC3=O)N3C2=O)O)=O)c1)=O;23;3.0724368;6.308916222;Beta-secretase 1
CO[C@H](CC1)CC[C@]1(Cc(cc1)c2cc1-c1cc(OC)cc(C#N)c1)[C@@]21N[C@-](N)OC1;23;7.1902656;5.668084302;Beta-secretase 1
CO[C@H](CC1)CC[C@]1(Cc(cc1)c2cc1-c1cc(OC)cc(C#N)c1)[C@@]21N[C@-](N)OC1;23;6.144174;6.086845754;Beta-secretase 1
N[C@-](Nc(cc1)c(C2)cc1Oc1ccccc1)N2[C@@H](CCC(N(Cc1c[nH]nc1)C1CCCCC1)=O)C1CCCCC1;23;6.450702;5.629310094;Beta-secretase 1
C[C@](CS(C12CCCCC1)(=O)=O)(c(cc(cc1)NC(c3ncc(C(F)(F)F)cc3)=O)c1F)N[C@-]2N;23.3;5.7871584;6.342755531;Beta-secretase 1
C[C@](C1)(c([s]c(-c2cc(-c3cnc[o]3)ncc2)c2)c2F)N[C@-](N)N(C)S1(=O)=O;23.5;6.5215748;5.52708718;Beta-secretase 1
C[C@@H](C[C@H]1S(C2(C)C)(=O)=O)OC[C@]1(c(cc(cc1)Oc3nccc(C#N)c3)c1F)N[C@-]2N;23.6;7.2368244;5.72941805;Beta-secretase 1
C[C@@H](C[C@H]1S(C2(C)C)(=O)=O)OC[C@]1(c(cc(cc1)Oc3nccc([N+]#[C-])c3)c1F)N[C@-]2N;23.6;7.1384536;5.410764555;Beta-secretase 1
C[C@](CS([C@]12COCC1)(=O)=O)(c(cc(cc1)NC(c(cc3)ncc3F)=O)c1F)N[C@-]2N;24;4.69455;5.678659086;Beta-secretase 1
CC(C)([C@-](N)N[C@@](C)(CN1C)c(cc(cc2)NC(c(c(C)c3)ncc3C#N)=O)c2F)S1(=O)=O;24;5.4259244;5.568681331;Beta-secretase 1
C[C@]([C@]1(CC2)CN2S(c(cc2)ccc2F)(=O)=O)(c(cc(cc2)NC(c(cc3)ncc3OC)=O)c2F)N[C@@-](N)N(C)S1(=O)=O;24;1.3278314;6.27860184;Beta-secretase 1
C[C@](CS([C@@]12COCC1)(=O)=O)(c(cc(cc1)NC(c(cc3)ncc3OC)=O)c1F)N[C@@-]2N;24.2;3.6699365;5.956423417;Beta-secretase 1
CC(C)(C)CCNC(CCc1c(N)nc(ccc(-c(cccc2)c2C#C[C@H](C2)C[C@@H]2NC(c(cc2)ccc2F)=O)c2)c2c1)=O;25;1.646184;5.660329461;Beta-secretase 1
N[C@-](CCC1(F)F)N[C@]1(CF)c(cc(cc1)NC(c2n[n](C(F)F)cc2)=O)c1F;25;7.213422;5.587010957;Beta-secretase 1
COc(cc1)cnc1C(Nc(cc1)cc([C@](CF)(C(CC2)(F)F)N[C@@-]2N)c1F)=O;25;6.7508322;5.388910001;Beta-secretase 1
C[C@](C12CC1)(c(cc(cc1)NC(c3n[s]nc3)=O)c1F)N[C@@-](N)N(C)S2(=O)=O;25;4.7353228;5.651164648;Beta-secretase 1
C[C@](C12CC1)(c(cc(cc1)NC(c3c(C)[o]c(C)n3)=O)c1F)N[C@@-](N)N(C)S2(=O)=O;25;6.8297609;6.028331949;Beta-secretase 1
CN([C@@-](N)N[C@@]1([C@H]2CCC1)c(cc(cc1)NC(c3ncc(C(F)(F)F)nc3)=O)c1F)S2(=O)=O;25;5.0199648;5.986737798;Beta-secretase 1
C[C@]1(c(cc(cc2)NC(c(cc3)ncc3OCC#C)=O)c2OCC[C@H]11)N[C@@-](N)N(C)S1(=O)=O;25;1.6466248;6.085435783;Beta-secretase 1
CC(C)([C@-](N)N[C@@]1([C@H]2COC1)c(cc(cc1)NC(c3c[n](cc[s]4)c4n3)=O)c1F)S2(=O)=O;25;6.7026465;5.983917855;Beta-secretase 1
C[C@]([C@]1(CC2)CN2S(c(cc2)ccc2F)(=O)=O)(c(cc(cc2)NC(c(cc3)ncc3F)=O)c2F)N[C@-](N)N(C)S1(=O)=O;25;1.7804295;6.727677674;Beta-secretase 1
N[C@-](NCc(cc1Cl)cc(Cl)c1NC(C[NH2+]CCC/C=C/COc(cc1)ccc1N1[C@H]2CCC1)=O)NC2=O;25;3.453588;7.571545449;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2F)NC(c3ncc(C(F)(F)F)cc3)=O)c2F)S1(=O)=O;25;6.193633;6.021282093;Beta-secretase 1
CC(C)CNC([C@H]([C@H](C)OC)[NH2+]C[C@H](Cc1ccccc1)NC(c1cc(C(N[C@H](C)c2ccccc2)=O)cc(N(C)S(C)(=O)=O)c1)=O)=O;25;1.5713311;5.429799166;Beta-secretase 1
COc(cc1)cc2c1nc(-c1cc(-c3c[n](cccc4)c4n3)ccc1)[nH]2;25;3.2979948;5.834460906;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCc1ccccc1)=O)=O)O)NC([C@H](CC(NCCCCCCOC(N[C@H]1C(C)C)=O)=O)NC1=O)=O;25;2.9625777;6.071336071;Beta-secretase 1
CC[C@H](C[C@@](Cc(cc1)c2cc1-c1cncnc1)(CC1)[C@@]22N[C@-](N)OC2)[C@@H]1OC;25;5.7737224;5.696988712;Beta-secretase 1
C[C@](C1)(c(cc(cc2)NC(c(cc3)ncc3F)=S)c2F)N[C@@-](N)N(C)S1(=O)=O;25;7.066176;5.386090058;Beta-secretase 1
C[C@@H](C[C@H]12)OC[C@]1(c(cc(cc1)Oc(c(F)c3)ncc3F)c1F)N[C@@-](N)N(C)S2(=O)=O;25;4.7675562;5.866890244;Beta-secretase 1
C[C@](CS([C@]12COCC1)(=O)=O)(c(cc(cc1)NC(c(cn3)ncc3OC)=O)c1F)N[C@-]2N;25.4;6.734448;5.879579985;Beta-secretase 1
C[C@](C1)(c([s]c(-c2cc(-c3n[o]c(C)n3)ccc2)c2)c2F)N[C@-](N)N(C)S1(=O)=O;25.4;4.66704;6.226432905;Beta-secretase 1
C[C@](C1)(c2cc(-c3cc(C#N)ccc3)c[s]2)N[C@@-](N)N(C)S1(=O)=O;25.6;6.1830171;5.432619109;Beta-secretase 1
CC(C)([C@-](N)N[C@@](C)(C1)c2nc(NC(c3ncc(C(F)(F)F)cc3)=O)ccc2F)S1(=O)=O;25.7;5.5612345;5.868300215;Beta-secretase 1
C[C@](C1)(c([s]c(-c2cc(-c3nc(C)n[o]3)ccc2)c2)c2Cl)N[C@-](N)N(C)S1(=O)=O;25.9;3.7830472;6.086845754;Beta-secretase 1
CCCN(CCC)C(c1cccc(C(N[C@@H](Cc2ccccc2)[C@H](C[C@@H](C)C(Nc(cc2)ccc2F)=O)[NH3+])=O)c1)=O;26;4.6256554;4.694499175;Beta-secretase 1
C[C@](CS([C@]12COCC1)(=O)=O)(c(cc(cc1)NC(c(c(F)c3)ncc3F)=O)c1F)N[C@-]2N;26;6.3655259;6.237712675;Beta-secretase 1
CN([C@-](N)N[C@@]1(C2)c(cc(cc3)NC(c(cc4)ncc4[N+]#[C-])=O)c3OCC1)S2(=O)=O;26;3.1132722;5.772422173;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)NC(c3ncc(C)nc3)=O)c2F)S1(=O)=O;26;6.3843636;5.562336461;Beta-secretase 1
CN([C@@-](N)N[C@@]1(C2)c(cc(cc3)NC(c(cc4)ncc4C#N)=O)c3OCC1)S2(=O)=O;26;2.9347544;5.895089669;Beta-secretase 1
N[C@@-](c(c1ccc2)c2F)N[C@@]1(c1cc(-c2cncnc2)ccc1)c1cc(C(F)F)ncc1;26;7.4501225;6.294111524;Beta-secretase 1
C[C@H](c1ccccc1)NC(c1cc(N(C)S(C)(=O)=O)cc(C(N[C@@H](Cc2ccccc2)[C@@H]([C@@H]2[NH2+]C[C@@H](CCC3)N3C2=O)O)=O)c1)=O;26;6.1107904;5.998017568;Beta-secretase 1
CN([C@@-](N)N[C@@](C1)([C@H]2CN1c(cc1)ccc1F)c1cc(-c3cc(C#N)ccc3)c[s]1)C2=O;26;7.5788622;5.72941805;Beta-secretase 1
CC1=N[C@@]([C@](C2)(CC3)CC[C@@H]3OC)(c3c2ccc(-c2cncc(C#CC)c2)c3)N[C@@-]1N;26;4.7510242;6.191183625;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c([s]c(-c2cc(F)cc(-c3cnc[o]3)c2)c2)c2F)S1(=O)=O;26;6.860077;5.993082668;Beta-secretase 1
C[C@]([C@@]12C[N@@H+](Cc3ncccc3)CC1)(c(cc(cc1)NC(c(cc3)ncc3OC)=O)c1F)N[C@-](N)N(C)S2(=O)=O;26;4.0813005;6.091780654;Beta-secretase 1
Cc1nc(N(C[C@H]23)C[C@]2(c(cc(cc2)F)c2F)N[C@@-](N)N(C)C3=O)nc(C2CC2)c1F;26;1.225364;6.199643452;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c([s]c(-c2cc(F)cc(-c3cnc[o]3)c2)c2)c2Cl)S1(=O)=O;26.1;7.1122752;5.888744798;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCc1ccccc1)=O)=O)O)NC([C@H](CC(NCC=C)=O)NC([C@H](C(C)C)NC(OCC=C)=O)=O)=O;26.6;1.9689868;4.649380096;Beta-secretase 1
CC(C)([C@-](N)N[C@@](C)(C1)c2nc(NC(c3ncc(C(F)F)nc3)=O)ccc2F)S1(=O)=O;26.6;5.4784563;6.129849877;Beta-secretase 1
C[C@@H](C[C@H]12)OC[C@]1(c(cc(cc1)Oc3cnccc3)c1F)N[C@@-](N)N(C)C2=O;26.8;6.7685772;5.857020446;Beta-secretase 1
C[C@@](CC1CC1)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)NC(c(cc3)ncc3OC)=O)c2F)S1(=O)=O;26.9;7.3238021;5.285982102;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c([s]c(C(Nc2cccc(Cl)n2)=O)c2)c2Cl)S1(=O)=O;26.9;4.5229503;5.572206259;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NC(C)C)=O)=O)O)NC(c1cc(C(N[C@H](C)c2c(C)[o]c(C)n2)=O)cc(N(C)S(C)(=O)=O)c1)=O;27;2.7201719;5.233108181;Beta-secretase 1
CN([C@-](N)N[C@](C1)([C@@H]2CN1c1nc(OC)cc(COC)c1)c1ccccc1)S2(=O)=O;27;4.522131;5.423454296;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2C[C@H](C3CC3)OC1)c(cc(cc1)Oc3cc(C#N)ccc3)c1F)C2=O;27;7.5110692;5.945143647;Beta-secretase 1
CN([C@@-](N)N[C@@]1([C@H]2CCOC1)c(cc(cc1)Oc(nccc3)c3F)c1F)C2=O;27;7.0846625;6.051596474;Beta-secretase 1
C[C@](CS([C@@]1(C)C2CC2)(=O)=O)(c(cc(cc2)Nc3ccnc4cc(OC)cnc34)c2F)N[C@@-]1N;27;2.5158133;5.92540405;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(CN1C)c(cc(cc2)NC(c(cc3)ncc3Cl)=O)c2F)S1(=O)=O;27;4.626657;5.67160923;Beta-secretase 1
C[C@]([C@@H]1CCC2)(c3c2ccc(NC(c(c(C)c2)ncc2OC)=O)c3)N[C@-](N)N(C)S1(=O)=O;27;5.119752;6.107290337;Beta-secretase 1
CCC[C@@H](CN1Cc2ccc(CN([C@@-](N)N[C@]3(CCC4CCCCC4)CC4CCCCC4)C3=O)cc2)NC1=O;27;6.449044;5.355775677;Beta-secretase 1
C[C@H]1OC[C@]2(c(cc(cc3)NC(c4ncc(C(F)F)nc4)=O)c3F)N[C@-](N)SC[C@H]12;27;5.6286528;5.948668575;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCc1ccccc1)=O)=O)O)NC([C@H](CC(NCC=C)=O)NC([C@H](C(C)C)NC(OCC=C)=O)=O)=O;27;2.1499728;4.334956514;Beta-secretase 1
C[C@H](c1ccccc1)NC(c1cc(C(N[C@@H](Cc2ccccc2)[C@@H](C[NH2+]Cc2cc([n](cc3)S(C)(=O)=O)c3cc2)O)=O)cc(N(C)S(C)(=O)=O)c1)=O;27;2.4918748;5.576436173;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2COC1)c(cc(cc1)NC(c3ncc(C(F)F)nc3)=O)c1F)S2(=O)=O;27;6.220305;5.359300605;Beta-secretase 1
CC[C@@H](C(NCC(C)C)=O)[NH2+]C[C@H](Cc1ccccc1)NC(c1cc(C(N[C@H](C)c2ccccc2)=O)cc(N(C)S(C)(=O)=O)c1)=O;27;1.749369;5.587010957;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2COC1)c(cc(cc1)NC(c3ncc(C(F)F)nc3)=O)c1F)S2(=O)=O;27.2;3.7196635;5.67160923;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c(c(F)ccc2NC(c(cc3)ncc3F)=O)c2F)S1(=O)=O;27.5;7.2991184;5.644114792;Beta-secretase 1
C[C@](CC1(F)F)([C@@-](N)N[C@]1(C)c(cc(cc1)NC(c2c[o]c(C(F)F)n2)=O)c1F)F;28;7.0165464;5.938798776;Beta-secretase 1
C[C@]([C@]1(CC2)CN2S(CC(F)(F)F)(=O)=O)(c(cc(cc2)NC(c(cc3)ncc3OC)=O)c2F)N[C@-](N)N(C)S1(=O)=O;28;1.45384;5.811901367;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCC(C)C)=O)=O)O)NC([C@H](CS(C)(=O)=O)NC(C1=NO[C@@H]2OCCC[C@H]12)=O)=O;28;1.7211537;4.885550275;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2C[C@H](COC)OC1)c(cc(cc1)Oc(cccn3)c3F)c1F)S2(=O)=O;28;6.5002462;5.785816899;Beta-secretase 1
C[C@@H](C[C@H]12)OC[C@]1(c(cc(cc1)OCC3CC3)c1F)N[C@-](N)N(C)S2(=O)=O;28;6.1086474;5.312066569;Beta-secretase 1
C[C@]([C@]1(CC2)CN2S(Cc2cnccc2)(=O)=O)(c(cc(cc2)NC(c(cc3)ncc3F)=O)c2F)N[C@@-](N)N(C)S1(=O)=O;28;4.068614;6.104470395;Beta-secretase 1
C[C@]([C@@]12C[N@H+](Cc3cnc[o]3)CC1)(c(cc(cc1)NC(c(cc3)ncc3OC)=O)c1F)N[C@@-](N)N(C)S2(=O)=O;28;3.1413423;6.068516129;Beta-secretase 1
CC[C@](C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)NC(c(cn3)ncc3OC)=O)c2F)S1(=O)=O;28.3;6.540912;5.153444807;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCc1ccccc1)=O)=O)O)NC([C@H](CC(NC/C=C/CCOC(N[C@H]1C(C)C)=O)=O)NC1=O)=O;28.4;1.0670704;5.512282483;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2COC1)c(cc(cc1)NC(c3ncc(C(F)(F)F)nc3)=O)c1F)S2(=O)=O;28.4;5.1754083;5.919059179;Beta-secretase 1
C[C@](C1)(c([s]c(-c2nnc(-c(cc3)ccc3Cl)[o]2)c2)c2Cl)N[C@-](N)N(C)S1(=O)=O;28.82;4.5855882;5.687118914;Beta-secretase 1
C[C@](Cc1c2cnc(C(F)(F)F)n1)(c1cc(-c3cc(cccc4OC)c4[nH]3)c[s]1)N[C@-]2N;28.9;4.3727949;6.034676819;Beta-secretase 1
COc1cnc(C(Nc(cc2)cc([C@](CF)(C(CC3)(F)F)N[C@-]3N)c2F)=O)nc1;29;5.9458311;5.374810289;Beta-secretase 1
C[C@](CC1(F)F)([C@@-](N)N[C@]1(C)c(cc(cc1)NC(c(nc2)ncc2OC)=O)c1F)F;29;5.8601975;5.663854389;Beta-secretase 1
C[C@]([C@]1(CC2)CN2S(c2c[n](C)cn2)(=O)=O)(c(cc(cc2)NC(c(cc3)ncc3OC)=O)c2F)N[C@-](N)N(C)S1(=O)=O;29;1.830888;5.833050935;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCC(C)C)=O)=O)O)NC([C@H](CNC(OC(C)(C)C)=O)NC([C@H](Cc1nc(C)c[s]1)C(C)C)=O)=O;29;4.591763;3.933114717;Beta-secretase 1
C[C@](C1)(c([s]c(-c2cc(-c3nc(C)n[o]3)ccc2)c2)c2F)N[C@-](N)N(C)S1(=O)=O;29.1;6.579145;5.927519007;Beta-secretase 1
C[C@](CC(F)(F)F)([C@@-](N)N[C@@](C)(C1)c([s]c(-c2nnc(-c(cc3)ccc3Cl)[o]2)c2)c2F)S1(=O)=O;29.5;3.7077748;5.638474907;Beta-secretase 1
C[C@](C1)(c([s]c2c3ccnc2-c(cc2)ccc2-[n]2nccc2)c3Cl)N[C@-](N)N(C)S1(=O)=O;29.86;3.6424674;5.661034446;Beta-secretase 1
CN(C1CCCCC1)C(CC[C@@H](C1CCCCC1)N(C1)[C@-](N)Nc(cc2)c1cc2Oc1ccccc1)=O;30;5.6970279;5.395254871;Beta-secretase 1
CC([C@@-]1F)=N[C@-](N(C[C@H]23)C[C@]2(c(ccc(F)c2)c2F)N[C@-](N)N(C)S3(=O)=O)N=C1OC;30;3.755996;5.706153525;Beta-secretase 1
CN([C@-](N)N[C@@](C1)([C@H]2CN1[C@-](N=C([C@-]1F)OC)N=C1OC)c1ccccc1)S2(=O)=O;30;3.6694824;5.388910001;Beta-secretase 1
C[C@](CS(C12CC1)(=O)=O)(c([s]c(C(Nc1nc(C)ccc1)=O)c1)c1Cl)N[C@@-]2N;30;6.9355242;6.004362438;Beta-secretase 1
N[C@-](CCC1(F)F)N[C@]1(CF)c(cc(cc1)NC(c2ncc(C(F)F)cn2)=O)c1F;30;6.5698668;5.355070692;Beta-secretase 1
CN([C@@-](N)N[C@@]1([C@H]2C[C@H](C3CC3)OC1)c(cc(cc1)OCC3CCC3)c1F)C2=O;30;7.34283;5.562336461;Beta-secretase 1
C[C@](C[C@@H]1F)([C@@-](N)N[C@]1(C)c(cc(cc1)NC(c(cc2)ncc2F)=O)c1F)F;30;6.285585;5.825296093;Beta-secretase 1
CC([C@-]1F)=N[C@@-](N(C[C@H]23)C[C@]2(c(c(F)c(c(F)c2)F)c2F)N[C@-](N)N(C)C3=O)N=C1OC;30;3.6858861;6.076975956;Beta-secretase 1
Cc1c(C(N/C(\N)=[NH+]/Cc(cc2Cl)cc(Cl)c2NC(CS(C)(=O)=O)=O)=O)c(-c(cc2)ccc2OC)n[o]1;30;3.27228;5.661034446;Beta-secretase 1
C[C@](C1)(c(cc(cc2F)NC(c3ncc(C(F)(F)F)cc3)=S)c2F)N[C@@-](N)N(C)S1(=O)=O;30;5.088466;5.904959467;Beta-secretase 1
C[C@]([C@@]12C[N@H+](Cc3cnccc3)CC1)(c(cc(cc1)NC(c(cc3)ncc3OC)=O)c1F)N[C@-](N)N(C)S2(=O)=O;30;3.5201144;6.71710289;Beta-secretase 1
CN([C@-](N)N[C@]1(C2CC2)c2cccc(-c3cc(Cl)cc(Cl)c3)c2)C1=O;30;6.476112;5.980392927;Beta-secretase 1
Cc1c(C(N/C(\N)=[NH+]/Cc(cc2C)cc(Cl)c2NC(c2ccccc2)=O)=O)c(-c(cc2)ccc2OC)n[s]1;30;7.0073079;6.141129646;Beta-secretase 1
Cc1c(C(N/C(\N)=[NH+]/Cc(cc2C)cc(Cl)c2NC(CCSC)=O)=O)c(-c(cc2)ccc2OC)n[o]1;30;6.4972019;5.464343461;Beta-secretase 1
C[C@](CS([C@]12COCC1)(=O)=O)(c(cc(cc1)NC(c(cc3)ncc3OC)=O)c1F)N[C@-]2N;30.3;6.5137304;5.945143647;Beta-secretase 1
C[C@](C1)(c([s]c(-c2cc(-[n]3nccn3)ccc2)c2)c2Cl)N[C@-](N)N(C)S1(=O)=O;30.3;3.678459;5.331806166;Beta-secretase 1
CC(C)([C@@-](N)N[C@@](C)(C1)c([s]c(-c2nnc(-c(cc3)ccc3Cl)[o]2)c2)c2F)S1(=O)=O;30.9;5.1210816;5.414994468;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2C[C@H](C3CC3)OC1)c(cc(cc1)OC[C@H](C3)C3(F)F)c1F)C2=O;31;6.695552;5.93668382;Beta-secretase 1
C[C@](C12CC1)(c(cc(cc1)NC(c3n[o]c(C)n3)=O)c1F)N[C@@-](N)N(C)S2(=O)=O;31;6.3837577;5.955013445;Beta-secretase 1
CN([C@-](N)N[C@@]1([C@H]2CCC1)c(cc(cc1)Nc3nccc4cc(OC)cnc34)c1F)S2(=O)=O;31;7.3965141;6.385054667;Beta-secretase 1
CN([C@@-](N)N[C@@]1([C@H]2CCC1)c(cc(cc1)NC(c3nccc4cc(OC)cnc34)=O)c1F)S2(=O)=O;31;5.0782137;6.057941344;Beta-secretase 1
CC(C)(C)Nc1c(-c(cc2)ccc2OCCCN(C(c2c3cccc2)=O)C3=O)nc(cc2)[n]1cc2Cl;31;2.0695935;5.244387951;Beta-secretase 1
N[C@-](Nc(cc1)c(C2)cc1Oc1cccc(CCCN(C3CCCCC3)C(CC3)=O)c1)N2[C@@H]3C1CCCCC1;31;3.9963408;7.35299991;Beta-secretase 1
C[C@](C1)(c([s]c2c3ccnc2-c(ccc(-[n]2nccc2)c2)c2F)c3Cl)N[C@-](N)N(C)S1(=O)=O;31.4;1.134928;5.851380561;Beta-secretase 1
CC(C)[C@@](C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)NC(c(cc3)ncc3F)=O)c2F)S1(=O)=O;31.6;7.2269976;5.461523519;Beta-secretase 1
CC[C@](C)([C@@-](N)N[C@@](C)(C1)c(cc(cc2)NC(c(cc3)ncc3OC)=O)c2F)S1(=O)=O;31.6;6.8773033;5.330396195;Beta-secretase 1
C[C@@H](C[C@H]12)OC[C@]1(c(cc(cc1)Oc3ncccc3)c1F)N[C@@-](N)N(C)C2=O;31.7;6.857556;5.673724187;Beta-secretase 1
C[C@](C1)(c([s]c(-c2nnc(-c(cc3)ccc3Cl)[o]2)c2)c2F)N[C@-](N)N(C)S1(=O)=O;31.95;4.2820896;5.720253237;Beta-secretase 1
CC([C@-]1F)=N[C@@-](N(C[C@H]23)C[C@]2(c(cc(c(F)c2)F)c2F)N[C@-](N)N(C)S3(=O)=O)N=C1OC;32;3.0768844;5.876055057;Beta-secretase 1
CC(N(C[C@H]12)C[C@]1(c(cc(cc1)NC(c(cc3)ncc3F)=O)c1F)N[C@-](N)N(C)S2(=O)=O)=O;32;5.9961564;5.903549496;Beta-secretase 1
C[C@](CS(C12CCCCC1)(=O)=O)(c(cc(cc1)NC(c(cc3)ncc3F)=O)c1F)N[C@-]2N;32;4.3827238;6.043136647;Beta-secretase 1
Cc1nc(C(Nc(cc2)cc([C@](CF)(C(CC3)(F)F)N[C@@-]3N)c2F)=O)c[o]1;32;5.429331;5.182349217;Beta-secretase 1
CC(C)([C@-](N)N[C@@](C)(CN1C)c(cc(cc2)NC(c(cc3)ncc3OC(F)F)=O)c2F)S1(=O)=O;32;4.0717842;5.842920734;Beta-secretase 1
C[C@](CC1(F)F)([C@@-](N)N[C@]1(C)c(cc(cc1)NC(c(c(C)n2)ncc2OC)=O)c1F)F;32;6.102876;5.618030324;Beta-secretase 1
C[C@]([C@@]12C[N@@H+](Cc3c[s]cn3)CC1)(c(cc(cc1)NC(c(cc3)ncc3F)=O)c1F)N[C@@-](N)N(C)S2(=O)=O;32;6.2389171;6.010002323;Beta-secretase 1
CC(C)C[C@@H]([C@H](C[C@@H](C)C(N[C@@H](C(C)C)C(NCC(C)C)=O)=O)O)NC([C@H](CNC(OC(C)(C)C)=O)NC([C@@H](C)Cc1c[s]c(C)n1)=O)=O;32;3.1383012;4.136150572;Beta-secretase 1
C[C@]([C@]1(CC2)CN2S(C[C@H]2OCCC2)(=O)=O)(c(cc(cc2)NC(c(cc3)ncc3OC)=O)c2F)N[C@-](N)N(C)S1(=O)=O;32;5.222609;5.983917855;Beta-secretase 1
