SMILES;CNN_VS;Vina pKi;Target protein
CC[NH+](CC)CCN(Cc1ccc(c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2ccccc21;2.6124865;6.07627097;Beta-secretase 1
CCC(=O)O[C@H]1C[C@H]2[C@]3(C)C(=O)C[C@]4(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](OC(=O)CC)C[C@@]4(C)[C@@H]3C[C@H]3O[C@@]23C(C)(C)[C@@H]1OC(=O)CC;5.089512;5.462228504;Beta-secretase 1
COc1ccc([C@@H](O)[C@@H](C)Oc2ccc([C@H]3O[C@H](c4ccc(O[C@H](C)[C@H](O)c5ccc6c(c5)OCO6)c(OC)c4)[C@H](C)[C@H]3C)cc2OC)cc1O;2.0119671;5.982507884;Beta-secretase 1
CSc1ccc(OP(=O)(Oc2ccc(SC)cc2)C(NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)OCc2ccccc2)C(C)C)cc1;2.7137385;5.235928124;Beta-secretase 1
CC1OC(c2cccc(O)c2O)=NC1C(=O)NCCCN(CCCNC(=O)c1cccc(O)c1O)C(=O)C1N=C(c2cccc(O)c2O)OC1C;2.8623466;5.306426685;Beta-secretase 1
CC(C)Oc1cc([C@@](Cc2ccccc2)(NC(=O)C([NH3+])C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F;6.50016;#NUM!;Beta-secretase 1
CSc1ccc(OP(=O)(Oc2ccc(SC)cc2)C(NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)OCc2ccccc2)C(C)C)cc1;1.8326139;4.883435319;Beta-secretase 1
CC1=C(CCCCC(=O)OCc2cc(NC(=O)C[NH+]3CCCCC3)cc(Nc3ccnc4cc(Cl)ccc34)c2)C(=O)c2c(O)cccc2C1=O;1.1868087;5.534137036;Beta-secretase 1
CS(=O)(=O)Nc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OCC1CC1;1.394289;5.398074814;Beta-secretase 1
COc1ccc2nc3c(c(NCCCCCCN(CC(=O)NCCc4c[nH]c5ccc(OC)cc45)C(=O)/C=C/c4ccc(O)c(OC)c4)c2c1)CCCC3;2.2415616;5.355775677;Beta-secretase 1
COc1cc(CNc2cc(OCCOc3ccc(Cl)cc3)cc(C(=O)NC3CC[NH+](Cc4ccccc4)CC3)c2)ccc1OCc1ccccc1;2.21952;#NUM!;Beta-secretase 1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCCCn1cc(COCCOCCOC(=O)CC23CC4CC(CC(C4)C2)C3)nn1;1.0431096;4.917274628;Beta-secretase 1
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1Cc1ccc(n2cc(COCCOCCOC(=O)CC34CC5CC(CC(C5)C3)C4)nn2)cc1;1.253037;5.930338949;Beta-secretase 1
CC[C@]12c3[nH]c4cc(CCC(=O)N(C)C)ccc4c3CCN1C(=O)[C@@H](CC(=O)NCCC[NH+](C)C)C[C@@H]2C(=O)N1CCN(C(=O)C2CC2)CC1;2.15784;5.764667331;Beta-secretase 1
O=[N+]([O-])c1ccc2nc(c3nc4ccc([N+](=O)[O-])cc4n3Cc3nnc(NCc4ccccc4)s3)n(Cc3nnc(NCc4ccccc4)s3)c2c1;1.0199648;6.796061278;Beta-secretase 1
CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O;3.0848352;5.541891878;Beta-secretase 1
COc1cc(/C=C2/C(=O)N(C(=O)OCC(C)C)C(Cc3cc(OC)c(OC)c(C)c3OC)C(=O)N2Cc2ccccc2)c(OC)c(C)c1OC;1.1501;5.450243749;Beta-secretase 1
COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2C[NH2+]CC(=O)N2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1;2.8670112;4.827741455;Beta-secretase 1
CC(=O)Nc1nc(Cl)c2ncn([C@@H]3O[C@H](COC(C)=O)[C@@H](OCc4ccccc4)[C@@]4(OCc5ccccc5)[C@@H](OCc5ccccc5)CO[C@@H]34)c2n1;2.1292202;5.625785166;Beta-secretase 1
CC(C)=CCC/C(C)=C/CNC(=O)C[C@H]1C[C@H](C(=O)N2CCCCC2)[C@@]2(CCc3ccccc3)c3[nH]c4cc(CCC(=O)N(C)C)ccc4c3CCN2C1=O;4.0217884;5.577846144;Beta-secretase 1
C[N+](C)(CCCCCCCC[N+](C)(C)CCCN1C(=O)c2cccc3cccc(c23)C1=O)CCCN1C(=O)c2cccc3cccc(c23)C1=O;3.581268;4.483708478;Beta-secretase 1
CCCCN(CCCC)C(=O)c1cc(C)n(c2ccc(N[S+]([O-])c3c(C)onc3c3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1;1.8852048;5.425569253;Beta-secretase 1
O=C(NC1c2ccccc2C[C@H]1O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;4.0044415;5.816836266;Beta-secretase 1
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)CCCn4cc(F)c(=O)[nH]c4=O)cn3C)cn2C)cc1C(=O)NCCC(N)=[NH2+];1.71308;5.272587375;Beta-secretase 1
CC(C)C[C@H]1CNC(=O)C(=O)N1C[C@@H]1CCC[NH+]1C[C@H](Cc1ccc(O)cc1)N1C[C@H](Cc2ccccc2)N(CC2CCCCC2)C(=O)C1=O;5.8744224;6.071336071;Beta-secretase 1
C[C@H](NP(=O)(OC[C@@]1(N=[N+]=[N-])O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1;1.7755519;5.727303094;Beta-secretase 1
COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)c2cccc(OCC(=O)[O-])c2)cc1OC;0.9923284;5.91412428;Beta-secretase 1
Cc1nn(c2ccccc2)nc1C(=O)N(Cc1ccc(c2ccc(C[NH2+]CCc3ccc(S(C)(=O)=O)cc3)cn2)cc1)C1CC1;1.39941;5.553876634;Beta-secretase 1
O=C(CCc1ccc(O)c(O)c1)C[C@H](CCc1ccc(O)c(O)c1)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)cc1;4.304157;5.324051325;Beta-secretase 1
CCCCCCCc1cn(c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1;1.2663168;5.204908757;Beta-secretase 1
COc1cc(C(CC[NH+]2CCOCC2)c2c(OC)cc(OC)c3c2OC(=O)CC3c2ccc(N(C)C)cc2)cc(OC)c1OC;2.4120423;5.71179341;Beta-secretase 1
C#CCCC(NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)N[C@H](C(=O)C1CC1)C1CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NCC=C;1.97543;5.105505786;Beta-secretase 1
COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](Oc3ccc(/C=C/C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O;2.785944;5.654689576;Beta-secretase 1
COC(=O)N1CCC(N(C)C(=O)CN(CC(=O)NCC[NH+]2CCCC2)c2cc(Cl)ccc2Oc2ccc(Cl)cc2)CC1;3.500028;4.725518542;Beta-secretase 1
CC(=O)OC[C@H]1O[C@@H](NC(=O)CCNC(=O)CCCc2ccc(N(CCCl)CCCl)cc2)[C@H](F)[C@@H](OC(C)=O)[C@@H]1OC(C)=O;2.870623;4.546452197;Beta-secretase 1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(OCc2ncc[nH]2)cc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc2c(c1)OCO2;2.3511057;5.947963589;Beta-secretase 1
COc1cc(N2CCN(CC[NH+]3CCOCC3)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1;0.8840442;5.323346339;Beta-secretase 1
COc1cc(N2CC[NH+](C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1;2.7758416;5.663854389;Beta-secretase 1
NC(=[NH2+])c1ccc2c(c1)nc(CN(C(=O)c1ccc(C(=O)[O-])cc1)c1ccc(OC3CCN(C(N)=[NH2+])CC3)cc1)n2CC(=O)NC1CCCCC1;3.0924666;6.318081034;Beta-secretase 1
CCC[NH+]1CCc2cccc3c2C1Cc1cccc(OCCCN(CCC[NH+]2CCN(c4ccccc4OC)CC2)S(C)(=O)=O)c1-3;0.8754966;5.334626109;Beta-secretase 1
COc1cc(/C=C/C(=O)OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O;2.7227727;4.901059959;Beta-secretase 1
CCc1c(F)c(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCc2ccccc2)Oc2cccc3ccccc23)[C@@H](O)[C@H]1O;3.0708462;4.993413074;Beta-secretase 1
COc1cc(/C=C/C(=O)/C=C/c2ccc(F)cc2F)ccc1OCc1cn([C@H]2C[C@H](n3cc(C)c(=O)[nH]c3=O)O[C@@H]2CO)nn1;1.4828658;6.136194747;Beta-secretase 1
CCCCCCCCCCCCNC(=O)CS(=O)(=O)[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O;2.341743;3.878830825;Beta-secretase 1
CCCCCC[C@H](C(=O)N1C[C@@H](Oc2ccc(CC3N=NN=N3)cc2)C[C@H]1C(=O)[O-])n1cnc(NC(=O)c2ccccc2S(=O)(=O)[O-])c1;2.2177155;#NUM!;Beta-secretase 1
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CC[NH+](Cc1ccc(Oc3ccc(NS(C)(=O)=O)cc3)cc1)CC2;5.1693278;#NUM!;Beta-secretase 1
CC(C)OC(=O)CCc1ccccc1O[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC[C@H]1O[C@@H](n2cnc3c(N)nc(N)nc32)[C@](C)(O)[C@H]1O;0.7510167;4.597211161;Beta-secretase 1
C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@]2(CCO2)[C@@H]1O)Oc1ccc(Cl)cc1)C(=O)OCc1ccccc1;1.2629876;5.455178648;Beta-secretase 1
O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NCCCCNC(=S)N1[C@H]2OC[C@@H]1[C@@H](O)[C@H](O)[C@H]2O;1.66408;5.32969121;Beta-secretase 1
CC(=O)Oc1cccc(C(=O)NCCCCN(Cc2ccc(OCC(=O)[O-])cc2)C(=O)c2cccc(OC(C)=O)c2OC(C)=O)c1OC(C)=O;2.7324168;5.126655354;Beta-secretase 1
COc1c(NC(=O)C(=O)c2ccc(OCC[NH+]3CCC(C(=O)[O-])CC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O;1.3879536;5.546121792;Beta-secretase 1
O=C(CC[NH+]1CCC(OC(=O)Nc2ccccc2c2ccccc2)CC1)N[C@H]1CC[C@H](C[NH2+]C[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1;1.2142204;5.245797922;Beta-secretase 1
COC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C1CC1)C1(C(=O)NCc2ccccc2)CC[NH+](Cc2ccccc2)CC1;3.979501;#NUM!;Beta-secretase 1
Cc1cc(C(=O)N[C@H](C(=O)C[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2nccs2)C[C@@H]2CCNC2=O)C(C)C)no1;1.7438616;5.3007868;Beta-secretase 1
CCCC(=O)OC[C@H]1O[C@@H](n2cc(c3cccc(S(N)(=O)=O)c3)nn2)[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H]1OC(=O)CCC;3.6498088;4.741028226;Beta-secretase 1
N/C(=[NH+]/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=[NH+]\O)c3)C(Cc3ccc(F)c(F)c3)C(O)C2CCc2ccc(F)c(F)c2)c1;2.87625;#NUM!;Beta-secretase 1
C[C@@H]1OC(c2cccc(O)c2O)=NC1C(=O)N(CCCNC(=O)c1cccc(O)c1O)CCCNC(=O)c1cccc(O)c1O;2.6449254;5.744222748;Beta-secretase 1
CCc1cc(Nc2cc(=O)n(CCCC[NH+]3CCN(c4c(F)cc5c(=O)c(C(=O)[O-])cn(C6CC6)c5c4F)CC3C)c(=O)[nH]2)ccc1C;0.8264065;5.377630231;Beta-secretase 1
COc1ccc(/C=C/C(=O)c2ccc(NC(=O)C[NH+]3CCN(c4cc5c(cc4F)c(=O)c(C(=O)[O-])cn5C4CC4)CC3)cc2)cc1OC;2.6598;6.261682186;Beta-secretase 1
O=C(NC1c2ccccc2C[C@@H]1O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O;3.5246971;5.128770311;Beta-secretase 1
O=C(/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1)CC(=O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1;1.728275;5.563041446;Beta-secretase 1
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)CCC[NH+](C)C)OCCCC[C@H](C)O3)cc1;1.491706;5.921174136;Beta-secretase 1
C[NH+]1CCC(C(=O)N(Cc2ccc(c3ccc(C[NH2+]CCc4ccc(S(C)(=O)=O)cc4)cn3)cc2)Cc2cccc(F)c2)CC1;2.157536;#NUM!;Beta-secretase 1
CCCCCN1C=Nc2cccc3nc4c(c1c23)Cn1c-4cc2c(c1=O)COC(=O)[C@@]2(CC)OC(=O)OCCS(=O)(=O)CC[NH3+];4.582613;#NUM!;Beta-secretase 1
CCn1nc(C)cc1C(=O)/N=c1\[nH]c2cc(C(N)=O)ccc2n1CCCCn1/c(=N/C(=O)c2cc(C)nn2CC)[nH]c2cc(C(N)=O)ccc21;1.323906;5.325461296;Beta-secretase 1
Cc1ccc(n2nc3c(=O)n(CCCC(=O)NCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nc(C)c3c2C)cc1;2.324025;6.090370683;Beta-secretase 1
CC(C)C[C@H]1CNC(=O)C(=O)N1C[C@@H]1CCC[NH+]1C[C@H](Cc1ccccc1)N1C[C@H](Cc2ccccc2)N(CCc2ccccc2)C(=O)C1=O;1.598637;5.919059179;Beta-secretase 1
[NH3+][C@H](C(=O)Nc1cccc(F)c1CC[C@@H]1C[NH2+][C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(F)cc1)c1cccc(F)c1;5.815084;#NUM!;Beta-secretase 1
CN(C)S(=O)(=O)NC[C@H]1O[C@@H](n2c(SCC(=O)NCCc3ccc(Cl)c(Cl)c3)nc3c(N)ncnc32)[C@H](O)[C@@H]1O;2.398305;5.037122182;Beta-secretase 1
CCCCCCCCCC[NH2+]C1CC(OC2CC(O)(C(O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O;3.1039848;5.035007225;Beta-secretase 1
CCOC(=O)CCCCCC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1cn(C)cn1)O2;1.9233528;4.936309239;Beta-secretase 1
COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)[C@H](CCSC)NC(=O)Cn1cc(F)c(=O)[nH]c1=O;2.04402;5.457998591;Beta-secretase 1
COC(=O)C(=O)C(C(=O)C(=O)Nc1cc(C)ccc1C)c1nc2ccccc2nc1O;3.0072297;6.019167136;Cyclin-dependent kinase 2
O=C(NCCc1ccc(F)cc1)C(=O)NCC1CCCN1S(=O)(=O)c1ccccc1;4.0153584;6.101650452;Cyclin-dependent kinase 2
Cc1cc(=O)oc2c(C)c(OCC(=O)NCCc3ccc(S(N)(=O)=O)cc3)ccc12;3.984688;6.372364926;Cyclin-dependent kinase 2
OC[C@H]1C[C@@H](n2cnc3c(SCc4c(F)cccc4Cl)ncnc32)[C@H](O)[C@@H]1O;3.4683264;5.902139525;Cyclin-dependent kinase 2
COc1c(OCCC[NH+]2CC[NH+](C)CC2)cc2oc(c3ccccc3)cc(=O)c2c1O;4.5281397;6.086845754;Cyclin-dependent kinase 2
N#Cc1cc(F)cc2c(CCC(=O)N[C@@H]3C(=O)NC[C@H]3O)c(c3ccc(F)cc3)[nH]c12;5.9084785;6.737547472;Cyclin-dependent kinase 2
Cn1c(CNc2ccc(F)cc2)nnc1SCC(=O)NNC(=O)Cc1ccccc1;3.559299;5.632835022;Cyclin-dependent kinase 2
COc1ccc(NC(=O)c2nnn(CC(=O)Nc3ccccc3OC)c2N)c(OC)c1;3.2916862;5.441078936;Cyclin-dependent kinase 2
CNC(=O)Nc1ccc(c2nc(CS(C)(=O)=O)cc(N3CCOC[C@@H]3C)n2)cc1C;2.953986;5.709678453;Cyclin-dependent kinase 2
C[C@@H](n1cnc2cc(N)c(F)cc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F;1.5408446;6.245467517;Cyclin-dependent kinase 2
COc1c(N2C[C@H]([NH3+])[C@H](C(F)(F)F)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12;4.5330816;5.241568008;Cyclin-dependent kinase 2
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c1ncnc2c1cc[nH]n1;2.8982824;5.850675575;Cyclin-dependent kinase 2
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(S(=O)(=O)NCC3CCCO3)cc2)c1;5.472957;5.467163404;Cyclin-dependent kinase 2
CC(C)[NH2+]CC(=O)Nc1cccc2c1C(=O)c1c(NC(=O)C[NH2+]C(C)C)cccc1C2=O;6.901775;6.065696186;Cyclin-dependent kinase 2
COc1ccc(/C(C)=N/NC(=O)c2nnn(c3nonc3N)c2c2cccs2)cc1;6.150233;5.525677209;Cyclin-dependent kinase 2
COc1ccc(C[NH+]2CC[NH+](Cc3cccn3c3ncccn3)CC2CCO)c(C)c1C;3.0156056;#NUM!;Cyclin-dependent kinase 2
O=C(N/N=C/c1cc(Cl)ccc1O)c1cccc(S(=O)(=O)N2CCOCC2)c1;6.02739;5.985327827;Cyclin-dependent kinase 2
CC(=O)N1C[C@H]2C[C@@H](Nc3c(C(N)=O)cnn4cc(c5cnn(C)c5)cc34)[C@H](C)[C@H]2C1;6.820848;5.974753043;Cyclin-dependent kinase 2
Cc1ccc2nc3nc(NCC4CCCO4)c(C(=O)NCC4CCCO4)cc3c(=O)n2c1;4.007962;6.441453516;Cyclin-dependent kinase 2
[NH3+][C@H]1C[C@@H]([NH+]2Cc3[nH]nc(NC(=O)c4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F;2.0975804;#NUM!;Cyclin-dependent kinase 2
COC(=O)C(=O)C(C(=O)C(=O)Nc1ccc(C)cc1C)c1nc2ccccc2nc1O;1.7115118;6.128439905;Cyclin-dependent kinase 2
C=CCN1C(=O)C2C(C(=O)NC3CCCCC3)C3C=CC2(O3)C1C(=O)NC1CCCC1;1.7038592;5.793571741;Cyclin-dependent kinase 2
CC(C)N(C(=O)CCNC(=O)C1=NOC(C(O)(C(F)(F)F)C(F)(F)F)C1)C(C)C;4.8674626;5.426979224;Cyclin-dependent kinase 2
COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCCCCC3)CC2C(=O)NO)cc1;3.611601;5.152034836;Cyclin-dependent kinase 2
COc1c(OCCC[NH+]2CC[NH+](C)CC2)cc(O)c2c(=O)cc(c3ccccc3)oc12;3.8180664;5.985327827;Cyclin-dependent kinase 2
COC(=O)C(=O)C(C(=O)C(=O)Nc1cccc(C(C)=O)c1)c1nc2ccccc2nc1O;3.3410432;5.975458028;Cyclin-dependent kinase 2
COCCNC(=O)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2c1=O;7.096032;5.992377683;Cyclin-dependent kinase 2
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@@H]12;2.3313078;5.689233871;Cyclin-dependent kinase 2
CCCc1nn(C[NH+]2CC[NH+](C)CC2)c(=S)n1/N=C/c1c[nH]nc1c1ccc(C)cc1;6.8333486;#NUM!;Cyclin-dependent kinase 2
O=C(COC(=O)C1CC(O)CN1S(=O)(=O)c1ccccc1[N+](=O)[O-])c1ccc[nH]1;4.2325354;5.626490151;Cyclin-dependent kinase 2
N#CN/C(Nc1ccc(CC[NH2+]C[C@H](O)c2cccnc2)cc1)=[NH+]\c1cccc(F)c1;4.8077448;5.047696966;Cyclin-dependent kinase 2
COc1cccc(NC(=O)CSc2nnc(c3ccc(S(N)(=O)=O)cc3)o2)c1;4.9232724;5.887334827;Cyclin-dependent kinase 2
O=C(CNS(=O)(=O)c1ccccc1)NCC(=O)OCc1ccc(Br)cc1;4.1011839;5.107620743;Cyclin-dependent kinase 2
COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO)cc(OC)c1O;4.005696;3.91337512;Cyclin-dependent kinase 2
C=C1C[C@@H](C(=O)Nc2ccc(F)c[n+]2[O-])N(C(=O)[C@H](CC2CCCC2)CN(O)C=O)C1;2.7192888;6.077680942;Cyclin-dependent kinase 2
C[NH+]1CC[NH+](Cc2ccc(c3ccc(Cl)c(NC(=O)c4coc(N)n4)c3)cn2)CC1;1.6817339;#NUM!;Cyclin-dependent kinase 2
Cc1ccc(n2c(Cn3ccc(=O)c(S(N)(=O)=O)c3)nc3ccccc3c2=O)cc1;4.6366788;7.212002788;Cyclin-dependent kinase 2
O=C(NCC(O)c1cnc2ncccn12)c1cc(Br)c(Br)[nH]1;3.5991788;4.980723333;Cyclin-dependent kinase 2
CCOc1ccc(C(c2c(O)cc(C)n(Cc3ccco3)c2=O)[NH+]2CC[NH+](C)CC2)cc1;3.7057194;#NUM!;Cyclin-dependent kinase 2
CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(c3ccc(Br)o3)nn2c1;4.2768297;5.108325728;Cyclin-dependent kinase 2
C[NH+](C)CC[NH+](Cc1ccccc1)C(c1cc2ccccc2o1)c1nnnn1C(C)(C)C;2.627924;#NUM!;Cyclin-dependent kinase 2
O=C([O-])c1ccccc1C(=O)NN1C[NH+](Cc2ccccc2)C(Cc2ccccc2)C1=O;2.6257662;6.4520283;Cyclin-dependent kinase 2
COC(=O)Cc1n[nH]c2c1C1(C(=O)N(Cc3ccccc3)c3ccccc31)C(C#N)=C(N)O2;2.8470884;4.473133694;Cyclin-dependent kinase 2
NC(=O)C12CC3CC(C1)C(NC(=O)[C@@H](CO)NS(=O)(=O)c1ccccc1F)C(C3)C2;2.1088739;5.576436173;Cyclin-dependent kinase 2
CCNS(=O)(=O)c1ccc(c2cnc(N)c(c3ccc4c(c3)CCNC4=O)n2)cc1;5.73716;6.349805387;Cyclin-dependent kinase 2
CO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)CC1(C)C[NH3+];1.3380482;6.029036934;Cyclin-dependent kinase 2
O=C1[C@H]2CC[C@@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C(=O)N1C[C@@H]1CCCO1;2.9444604;5.865480273;Cyclin-dependent kinase 2
Cc1ccccc1Nc1nc(N)nc(COC(=O)c2cccc(S(=O)(=O)N(C)C)c2)n1;3.9522609;5.990967712;Cyclin-dependent kinase 2
COc1ccc(NC(=O)CCNS(=O)(=O)c2cccc3nsnc23)cc1OC;5.2626237;5.196448929;Cyclin-dependent kinase 2
Cn1c(SCC(=O)NNC(=O)c2ccccc2Br)nnc1C(F)(F)F;4.5022212;5.583486029;Cyclin-dependent kinase 2
COc1cccc(C(=O)NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c1;5.6653296;5.552466662;Cyclin-dependent kinase 2
CCOC(=O)c1ccccc1Nc1cc(C)nc2nc(c3ccco3)nn12;6.198714;6.248992445;Cyclin-dependent kinase 2
COC(=O)c1nn(c2ccccc2)c(Sc2ccc(OC)cc2)c1/C=N/O;4.7466104;5.263422562;Cyclin-dependent kinase 2
COc1cc(C(=O)c2nc(c3ccc(N(C)C)cc3)c[nH]2)cc(OC)c1OC;6.1718545;5.565861389;Cyclin-dependent kinase 2
CC(=O)Cc1nsc(NC(=O)c2c(C)onc2c2ccccc2Cl)n1;3.369765;5.702628597;Cyclin-dependent kinase 2
COc1ccc(c2nnc(SCC(=O)Nc3ccccc3OC)o2)cc1;4.3179938;5.36494049;Cyclin-dependent kinase 2
CCn1c(N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C;6.0268628;6.21444815;Cyclin-dependent kinase 2
COc1cc2ncnc(Nc3ccc(N4CCOCC4)cc3)c2cc1OC;6.558903;5.737877878;Cyclin-dependent kinase 2
Cc1cc(C)cc(NC(=O)Cn2nc3ccc(SC(C)(C)C)nn3c2=O)c1;4.451436;5.955718431;Cyclin-dependent kinase 2
CCOC(=O)CNC(=O)CSc1nc(c2ccc(OC)cc2)ns1;5.1699894;4.387125449;Cyclin-dependent kinase 2
C=CCn1c(=O)c2c(C)c(C)sc2n2c(Nc3ccc(OC)cc3)nnc12;6.2973896;6.209513251;Cyclin-dependent kinase 2
COc1cc(NC(=O)c2cc(c3ccccc3OC)on2)cc(OC)c1OC;5.160645;5.574321216;Cyclin-dependent kinase 2
COc1cccc([C@H](O)Cn2cc(c3ccc(CON=C(C)C)cc3)nn2)c1;4.7873824;5.619440295;Cyclin-dependent kinase 2
C[C@H](NC(=O)Cn1nc2cccnn2c1=O)c1ccc(Cl)c(Cl)c1;5.119296;6.217268092;Cyclin-dependent kinase 2
O=C(c1nc2ccccc2[nH]1)N1CC(c2nccnc2Oc2ccccc2)C1;2.6797085;6.73472753;Cyclin-dependent kinase 2
CCOC(=O)c1ccccc1NC(=O)N(C)CCc1c(C)nn(CC)c1C;3.391152;5.492542885;Cyclin-dependent kinase 2
O=C(CSc1nc(=O)n2ccccc2n1)Nc1ccc2c(c1)OCCO2;2.7612567;6.026216992;Cyclin-dependent kinase 2
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(c2cccc3[nH]ccc32)n1;3.5715517;6.352625329;Cyclin-dependent kinase 2
C[C@H](NC(=O)Cn1nc2ncc(F)cn2c1=O)c1ccc(Cl)c(F)c1;3.0342006;6.270846999;Cyclin-dependent kinase 2
